1, 0, 1103, 227, 30, 5, 33708, 5767161108, 5220998799, 0, 170, 4416564058, 1, 54.08, 38.31, 46.41, 50.355, 2, 0
1, 0, 972, 233, 30, 5, 35140, 5791805000, 5252611716, 3, 203, 4434210799, 0, 52.825, 37.605, 45.835, 47.52, 2, 0
1, 0, 789, 279, 59, 0, 31047, 5747274686, 5228474596, 23, 167, 4419066823, 0, 70.255, 41.76, 48.595, 49.135, 2, 0
1, 0, 1282, 360, 40, 0, 30739, 5922862483, 5152784895, 3, 129, 4513748991, 1, 53.455, 38.49, 46.33, 51.555, 2, 0
1, 0, 1358, 254, 5, 0, 32540, 6057583167, 5236415152, 10, 156, 4601744689, 0, 51.36, 36.555, 45.285, 48.42, 2, 0
1, 0, 1106, 403, 40, 5, 32495, 6014035398, 5259160484, 7, 57, 4619149255, 0, 52.845, 37.215, 45.685, 49.325, 2, 0
1, 0, 889, 266, 0, 85, 33783, 5150165666, 5249791541, 7, 133, 3938374168, 1, 185.33, 48.305, 59.41, 60.72, 2, 0
1, 0, 892, 259, 15, 50, 33457, 5157852448, 5251623423, 0, 130, 3943955768, 0, 53.62, 38.985, 48.665, 50.46, 2, 0
1, 0, 1186, 244, 45, 60, 35449, 5112937331, 5209404004, 3, 89, 3910072466, 0, 51.25, 37.175, 47.36, 47.505, 2, 0
1, 0, 959, 191, 25, 5, 14182998, 1798881861, 5200171563, 10, 160, 1336722996, 1, 51.87, 36.955, 45.56, 47.42, 2, 0
1, 0, 1032, 206, 0, 5, 14169997, 1810516321, 5230820399, 0, 87, 1315155066, 0, 53.13, 37.84, 45.865, 49.21, 2, 0
1, 0, 1139, 406, 10, 5, 14210692, 1801430602, 5243603426, 0, 96, 1323624017, 0, 51.845, 37.055, 45.495, 47.965, 2, 0
1, 0, 1046, 183, 55, 50, 11450569, 2170404767, 5266532152, 10, 117, 1594554272, 1, 52.735, 37.26, 45.965, 48.025, 2, 0
1, 0, 853, 230, 40, 60, 11640317, 2184803395, 5273453317, 3, 113, 1592144679, 0, 53.325, 38.05, 46.11, 49.47, 2, 0
1, 0, 878, 213, 40, 35, 11409881, 2164967298, 5266241269, 0, 137, 1592400617, 0, 52.855, 37.705, 45.715, 48.195, 2, 0
